Index,Concept,Question,Answer,Photo,photo_path
275.0,Ahmed_Shawki_Museum,Is it a cultural landmark?,"Yes, cultural landmark",,/downloaded_images/img_3866.jpg
275.0,Ahmed_Shawki_Museum,Who might visit?,"Scholars, students.",,/downloaded_images/img_3867.JPG
275.0,Ahmed_Shawki_Museum,Is this in Egypt?,"Yes, Cairo",,/downloaded_images/img_3868.jpg
275.0,Ahmed_Shawki_Museum,What city is this in?,"Cairo, Egypt",,/downloaded_images/img_3869.jpg
275.0,Ahmed_Shawki_Museum,Is it on the Nile?,"Yes, on bank.",,/downloaded_images/img_3870.jpg
275.0,Ahmed_Shawki_Museum,Does it show Shawki's life?,"Yes, it does.",,/downloaded_images/img_3871.jpg
275.0,Ahmed_Shawki_Museum,Is this a resource for scholars?,"Yes, resource.",,/downloaded_images/img_3872.jpg
275.0,Ahmed_Shawki_Museum,What should you check online?,Opening hours.,,/downloaded_images/img_3873.jpg
276.0,Pyramid_of_Ahmose,Is this structure in Abydos?,"Yes, Abydos",,/downloaded_images/img_3906.jpg
276.0,Pyramid_of_Ahmose,Was this a true tomb?,Not a tomb.,,/downloaded_images/img_3907.jpg
276.0,Pyramid_of_Ahmose,What material encased the pyramid?,Limestone,,/downloaded_images/img_3908.jpg
276.0,Pyramid_of_Ahmose,Is the pyramid highly deteriorated?,"Yes, highly deteriorated.",,/downloaded_images/img_3909.jpg
276.0,Pyramid_of_Ahmose,Who commissioned this pyramid?,Ahmose I,,/downloaded_images/img_3910.jpg
276.0,Pyramid_of_Ahmose,Is this from the New Kingdom?,"Yes, early.",,/downloaded_images/img_3906.jpg
276.0,Pyramid_of_Ahmose,Was there a pyramid temple?,"Yes, east.",,/downloaded_images/img_3907.jpg
276.0,Pyramid_of_Ahmose,Is this a memorial complex?,"Yes, cenotaph.",,/downloaded_images/img_3908.jpg
276.0,Pyramid_of_Ahmose,Who was Ahmose I?,"Pharaoh, 18th Dynasty",,/downloaded_images/img_3909.jpg
276.0,Pyramid_of_Ahmose,Is the site heavily ruined?,"Yes, heavily.",,/downloaded_images/img_3910.jpg
276.0,Pyramid_of_Ahmose,Are soldier burials present?,"Yes, present.",,/downloaded_images/img_3906.jpg
276.0,Pyramid_of_Ahmose,What is its purpose?,Memorial complex.,,/downloaded_images/img_3907.jpg
276.0,Pyramid_of_Ahmose,Is a terrace temple present?,"Yes, present.",,/downloaded_images/img_3908.jpg
276.0,Pyramid_of_Ahmose,Is it made of mud brick?,"Yes, and limestone.",,/downloaded_images/img_3909.jpg
276.0,Pyramid_of_Ahmose,Does it have an enclosure wall?,"Yes, Enclosure Wall",,/downloaded_images/img_3910.jpg
277.0,"Greek_Orthodox_Cathedral_of_Evangelismos,_Alexandria",What religious building is this?,Greek Orthodox Cathedral,,/downloaded_images/img_3911.jpg
277.0,"Greek_Orthodox_Cathedral_of_Evangelismos,_Alexandria",Where is this cathedral located?,"Alexandria, Egypt",,/downloaded_images/img_3912.jpg
277.0,"Greek_Orthodox_Cathedral_of_Evangelismos,_Alexandria",What is the church's denomination?,Greek Orthodox,,/downloaded_images/img_3913.jpg
277.0,"Greek_Orthodox_Cathedral_of_Evangelismos,_Alexandria",Who does this cathedral serve?,Greek Orthodox,,/downloaded_images/img_3914.jpg
277.0,"Greek_Orthodox_Cathedral_of_Evangelismos,_Alexandria",What is the cathedral dedicated to?,The Annunciation,,/downloaded_images/img_3915.jpg
277.0,"Greek_Orthodox_Cathedral_of_Evangelismos,_Alexandria",What community's presence does this reflect?,Greek community,,/downloaded_images/img_3916.png
277.0,"Greek_Orthodox_Cathedral_of_Evangelismos,_Alexandria",Is the church actively used?,Actively used.,,/downloaded_images/img_3917.jpg
277.0,"Greek_Orthodox_Cathedral_of_Evangelismos,_Alexandria",Who is the Patriarch of?,Alexandria and Africa,,/downloaded_images/img_3918.jpg
277.0,"Greek_Orthodox_Cathedral_of_Evangelismos,_Alexandria",What is the city of this landmark?,"Alexandria, Egypt",,/downloaded_images/img_3919.jpg
277.0,"Greek_Orthodox_Cathedral_of_Evangelismos,_Alexandria",What is the main religion here?,Greek Orthodox,,/downloaded_images/img_3920.jpg
278.0,Aswan_Museum,Where is this museum located?,Elephantine Island,,/downloaded_images/img_3988.jpg
278.0,Aswan_Museum,What culture does it focus on?,Nubian history.,,/downloaded_images/img_3989.jpg
278.0,Aswan_Museum,What was built nearby?,Aswan High Dam,,/downloaded_images/img_3988.jpg
278.0,Aswan_Museum,How do people access it?,By boat.,,/downloaded_images/img_3989.jpg
278.0,Aswan_Museum,What kind of items are displayed?,Nubian artifacts,,/downloaded_images/img_3988.jpg
278.0,Aswan_Museum,What is threatened by Lake Nasser?,Nubian heritage,,/downloaded_images/img_3989.jpg
278.0,Aswan_Museum,What does it display about Nubians?,History and culture,,/downloaded_images/img_3988.jpg
278.0,Aswan_Museum,What kind of island is it on?,Elephantine Island,,/downloaded_images/img_3989.jpg
278.0,Aswan_Museum,What dam project is mentioned?,Aswan High Dam,,/downloaded_images/img_3988.jpg
278.0,Aswan_Museum,Is it on the Nile?,"Yes, island location.",,/downloaded_images/img_3989.jpg
278.0,Aswan_Museum,Does it have pottery?,"Yes, includes pottery.",,/downloaded_images/img_3988.jpg
278.0,Aswan_Museum,Is it related to salvage operations?,"Yes, primarily.",,/downloaded_images/img_3989.jpg
278.0,Aswan_Museum,Is it in Egypt?,"Yes, Egypt.",,/downloaded_images/img_3988.jpg
278.0,Aswan_Museum,What is its primary focus?,Nubian artifacts,,/downloaded_images/img_3989.jpg
278.0,Aswan_Museum,What kingdom is mentioned?,Nubian kingdom.,,/downloaded_images/img_3988.jpg
278.0,Aswan_Museum,Does it showcase daily life?,"Yes, Nubian",,/downloaded_images/img_3989.jpg
279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,What is the museum's location?,"Saqqara, Egypt",,/downloaded_images/img_3990.jpg
279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,What is the museum's primary focus?,Saqqara and Imhotep,,/downloaded_images/img_3990.jpg
279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,Whose statue is a highlight?,King Djoser,,/downloaded_images/img_3990.jpg
279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,Are animal mummies shown?,"Yes, animal mummies.",,/downloaded_images/img_3990.jpg
279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,What surrounds the museum?,Saqqara necropolis.,,/downloaded_images/img_3990.jpg
279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,Who was Djoser?,King (Netjerikhet),,/downloaded_images/img_3990.jpg
279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,What material is used?,Various materials.,,/downloaded_images/img_3990.jpg
279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,Are there religious scenes?,"Yes, reliefs depict.",,/downloaded_images/img_3990.jpg
279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,Does the museum have sarcophagi?,"Yes, it does.",,/downloaded_images/img_3990.jpg
279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,What period is covered?,Early Dynastic-Graeco-Roman,,/downloaded_images/img_3990.jpg
279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,What is Imhotep's profession?,"Vizier, architect.",,/downloaded_images/img_3990.jpg
279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,What is the museum's purpose?,Educate visitors.,,/downloaded_images/img_3990.jpg
279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,What is the site called?,Saqqara necropolis,,/downloaded_images/img_3990.jpg
279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,What is displayed there?,Saqqara artifacts.,,/downloaded_images/img_3990.jpg
279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,What is located nearby?,Saqqara Necropolis,,/downloaded_images/img_3990.jpg
279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,What type of equipment?,Funerary equipment.,,/downloaded_images/img_3990.jpg
279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,What else is included?,Animal mummies.,,/downloaded_images/img_3990.jpg
279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,Is there any pottery?,"Yes, pottery.",,/downloaded_images/img_3990.jpg
279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,What are the artifacts?,"Diverse, unearthed items",,/downloaded_images/img_3990.jpg
279.0,Collections_of_the_Imhotep_Museum_in_Saqqara,Any architectural pieces?,"Yes, architectural elements",,/downloaded_images/img_3990.jpg
280.0,Tomb_of_Unknown_Soldier_in_Cairo,Where is this tomb located?,Nasr City,,/downloaded_images/img_3991.jpg
280.0,Tomb_of_Unknown_Soldier_in_Cairo,What shape is the structure?,Pyramid-shaped,,/downloaded_images/img_3992.jpg
280.0,Tomb_of_Unknown_Soldier_in_Cairo,Whom does it commemorate?,Egyptian soldiers.,,/downloaded_images/img_3993.jpg
280.0,Tomb_of_Unknown_Soldier_in_Cairo,What war is it linked to?,October War,,/downloaded_images/img_3991.jpg
280.0,Tomb_of_Unknown_Soldier_in_Cairo,What material is it made of?,Concrete Pyramid,,/downloaded_images/img_3992.jpg
280.0,Tomb_of_Unknown_Soldier_in_Cairo,Who is buried nearby?,Anwar Sadat,,/downloaded_images/img_3993.jpg
280.0,Tomb_of_Unknown_Soldier_in_Cairo,What kind of monument is it?,War memorial,,/downloaded_images/img_3991.jpg
280.0,Tomb_of_Unknown_Soldier_in_Cairo,Where in Cairo is it?,Nasr City,,/downloaded_images/img_3992.jpg
280.0,Tomb_of_Unknown_Soldier_in_Cairo,What year was Sadat assassinated?,1981,,/downloaded_images/img_3993.jpg
280.0,Tomb_of_Unknown_Soldier_in_Cairo,What's its main purpose?,War memorial.,,/downloaded_images/img_3991.jpg
281.0,"El-Bahr_mosque,_Dumyat",What is the mosque's name?,El-Bahr Mosque,,/downloaded_images/img_3994.jpg
281.0,"El-Bahr_mosque,_Dumyat",Where is this mosque located?,"Damietta, Egypt.",,/downloaded_images/img_3994.jpg
281.0,"El-Bahr_mosque,_Dumyat",What river is it near?,Nile River,,/downloaded_images/img_3994.jpg
281.0,"El-Bahr_mosque,_Dumyat",Is this an old mosque?,Historically significant,,/downloaded_images/img_3994.jpg
281.0,"El-Bahr_mosque,_Dumyat","What is ""El-Bahr"" meaning?",The Sea/River,,/downloaded_images/img_3994.jpg
281.0,"El-Bahr_mosque,_Dumyat",Is it a place of worship?,"Yes, Mosque.",,/downloaded_images/img_3994.jpg
281.0,"El-Bahr_mosque,_Dumyat",City of the mosque?,Damietta/Dumyat,,/downloaded_images/img_3994.jpg
281.0,"El-Bahr_mosque,_Dumyat",See any minarets?,Cannot confirm.,,/downloaded_images/img_3994.jpg
281.0,"El-Bahr_mosque,_Dumyat",What country is this in?,Egypt,,/downloaded_images/img_3994.jpg
281.0,"El-Bahr_mosque,_Dumyat",Is it on the coast?,On the river.,,/downloaded_images/img_3994.jpg
281.0,"El-Bahr_mosque,_Dumyat",Architectural style?,Distinctive architectural style,,/downloaded_images/img_3994.jpg
281.0,"El-Bahr_mosque,_Dumyat",Is the mosque active?,"Yes, active.",,/downloaded_images/img_3994.jpg
281.0,"El-Bahr_mosque,_Dumyat",Find any domes?,Can't confirm.,,/downloaded_images/img_3994.jpg
281.0,"El-Bahr_mosque,_Dumyat",Primary religion here?,Islam.,,/downloaded_images/img_3994.jpg
281.0,"El-Bahr_mosque,_Dumyat",Local community significance?,Place of worship.,,/downloaded_images/img_3994.jpg
282.0,"Saints_Sergius_and_Bacchus_Church,_Cairo",What city is this church in?,"Cairo, Egypt",,/downloaded_images/img_3995.jpg
282.0,"Saints_Sergius_and_Bacchus_Church,_Cairo",What century was it built?,4th century,,/downloaded_images/img_3996.jpg
282.0,"Saints_Sergius_and_Bacchus_Church,_Cairo",Who is it dedicated to?,Saints Sergius/Bacchus,,/downloaded_images/img_3995.jpg
282.0,"Saints_Sergius_and_Bacchus_Church,_Cairo",What architectural style is it?,Basilica style,,/downloaded_images/img_3996.jpg
282.0,"Saints_Sergius_and_Bacchus_Church,_Cairo",What is beneath the church?,"Crypt, resting place",,/downloaded_images/img_3995.jpg
282.0,"Saints_Sergius_and_Bacchus_Church,_Cairo",What is the crypt's significance?,Holy Family rested,,/downloaded_images/img_3996.jpg
282.0,"Saints_Sergius_and_Bacchus_Church,_Cairo",What family rested here?,Holy Family,,/downloaded_images/img_3995.jpg
282.0,"Saints_Sergius_and_Bacchus_Church,_Cairo",What kind of destination is it?,"Religious, Tourist",,/downloaded_images/img_3996.jpg
282.0,"Saints_Sergius_and_Bacchus_Church,_Cairo",Is it in Old Cairo?,"Yes, Old Cairo.",,/downloaded_images/img_3995.jpg
282.0,"Saints_Sergius_and_Bacchus_Church,_Cairo",Is it a tourist attraction?,"Yes, popular.",,/downloaded_images/img_3996.jpg
282.0,"Saints_Sergius_and_Bacchus_Church,_Cairo",Is it inside a fortress?,"Yes, Babylon Fortress.",,/downloaded_images/img_3995.jpg
282.0,"Saints_Sergius_and_Bacchus_Church,_Cairo",Is the site holy?,"Yes, traditionally.",,/downloaded_images/img_3996.jpg
282.0,"Saints_Sergius_and_Bacchus_Church,_Cairo",Does it flood often?,Rainy season.,,/downloaded_images/img_3995.jpg
282.0,"Saints_Sergius_and_Bacchus_Church,_Cairo",Are they religious figures?,"Yes, Martyrs",,/downloaded_images/img_3996.jpg
282.0,"Saints_Sergius_and_Bacchus_Church,_Cairo",Is it historically significant?,"Yes, Very.",,/downloaded_images/img_3995.jpg
283.0,Rhoda_Island,What state is shown?,Rhode Island,,/downloaded_images/img_3997.jpg
283.0,Rhoda_Island,Where is this state located?,Northeastern United States,,/downloaded_images/img_3998.JPG
283.0,Rhoda_Island,What ocean borders it?,Atlantic Ocean,,/downloaded_images/img_3999.jpg
283.0,Rhoda_Island,Is it a large state?,Smallest state,,/downloaded_images/img_4000.JPG
283.0,Rhoda_Island,Who founded it?,Roger Williams,,/downloaded_images/img_4001.jpg
283.0,Rhoda_Island,What is the capital?,Providence.,,/downloaded_images/img_4002.jpg
283.0,Rhoda_Island,Which bay is prominent?,Narragansett Bay,,/downloaded_images/img_4003.JPG
283.0,Rhoda_Island,What's a major export?,"Seafood, jewelry",,/downloaded_images/img_4004.JPG
283.0,Rhoda_Island,Which university is there?,Brown University,,/downloaded_images/img_4005.jpg
283.0,Rhoda_Island,Is tourism important?,"Yes, important.",,/downloaded_images/img_4006.JPG
283.0,Rhoda_Island,Which food is it known for?,Clam chowder.,,/downloaded_images/img_4007.JPG
283.0,Rhoda_Island,What culture is present?,Portuguese culture,,/downloaded_images/img_4008.JPG
283.0,Rhoda_Island,What type of government?,Democratic government,,/downloaded_images/img_4009.jpg
283.0,Rhoda_Island,How many colonies was it?,Thirteen colonies.,,/downloaded_images/img_3997.jpg
283.0,Rhoda_Island,Which revolution was it in?,American Revolution,,/downloaded_images/img_3998.JPG
284.0,New_Kalabsha,What is this place called?,New Kalabsha,,/downloaded_images/img_4010.JPG
284.0,New_Kalabsha,Where is this located?,"Aswan, Egypt",,/downloaded_images/img_4011.jpg
284.0,New_Kalabsha,Which country is this in?,Egypt,,/downloaded_images/img_4012.jpg
284.0,New_Kalabsha,When was it created?,1960s,,/downloaded_images/img_4013.jpg
284.0,New_Kalabsha,Why was it created?,Heritage preservation,,/downloaded_images/img_4014.jpg
284.0,New_Kalabsha,What was relocated here?,"Temples, monuments.",,/downloaded_images/img_4015.jpg
284.0,New_Kalabsha,Which temple is prominent?,Kalabsha Temple,,/downloaded_images/img_4016.jpg
284.0,New_Kalabsha,What is also present?,Kiosk of Qertassi,,/downloaded_images/img_4017.jpg
284.0,New_Kalabsha,Who is Beit el-Wali for?,Ramses II.,,/downloaded_images/img_4018.jpg
284.0,New_Kalabsha,Who is tomb for?,Anubis.,,/downloaded_images/img_4019.jpg
284.0,New_Kalabsha,Is it a museum?,Open-air museum,,/downloaded_images/img_4020.JPG
284.0,New_Kalabsha,Was it moved?,"Yes, relocated.",,/downloaded_images/img_4021.jpg
284.0,New_Kalabsha,Is it popular?,Tourist destination.,,/downloaded_images/img_4022.jpg
284.0,New_Kalabsha,What heritage is here?,Nubian heritage,,/downloaded_images/img_4023.jpg
284.0,New_Kalabsha,Is it near a dam?,"Yes, High Dam",,/downloaded_images/img_4024.jpg
284.0,New_Kalabsha,When was temple built?,Roman period,,/downloaded_images/img_4025.jpg
285.0,Mosque_of_Sultan_al-Muayyad,What city is this in?,"Cairo, Egypt",,/downloaded_images/img_4046.jpg
285.0,Mosque_of_Sultan_al-Muayyad,What century was it built?,15th century,,/downloaded_images/img_4047.jpg
285.0,Mosque_of_Sultan_al-Muayyad,What is its architectural style?,Mamluk architecture,,/downloaded_images/img_4046.jpg
285.0,Mosque_of_Sultan_al-Muayyad,What is at the center?,Central courtyard.,,/downloaded_images/img_4047.jpg
285.0,Mosque_of_Sultan_al-Muayyad,What color is the stone?,Not specified.,,/downloaded_images/img_4046.jpg
285.0,Mosque_of_Sultan_al-Muayyad,What is above the gates?,Minarets.,,/downloaded_images/img_4047.jpg
285.0,Mosque_of_Sultan_al-Muayyad,Who commissioned it?,Sultan al-Muayyad,,/downloaded_images/img_4046.jpg
285.0,Mosque_of_Sultan_al-Muayyad,What was it built over?,Former prison,,/downloaded_images/img_4047.jpg
285.0,Mosque_of_Sultan_al-Muayyad,How many minarets are there?,Two minarets,,/downloaded_images/img_4046.jpg
285.0,Mosque_of_Sultan_al-Muayyad,What district is it in?,Gamaliya district,,/downloaded_images/img_4047.jpg
285.0,Mosque_of_Sultan_al-Muayyad,Is it a religious site?,"Yes, mosque.",,/downloaded_images/img_4046.jpg
285.0,Mosque_of_Sultan_al-Muayyad,What is it also known as?,Mosque of al-Muayyad,,/downloaded_images/img_4047.jpg
285.0,Mosque_of_Sultan_al-Muayyad,Is it richly decorated?,"Yes, richly.",,/downloaded_images/img_4046.jpg
285.0,Mosque_of_Sultan_al-Muayyad,What is a key feature?,Grand Entrance,,/downloaded_images/img_4047.jpg
285.0,Mosque_of_Sultan_al-Muayyad,Is it well-restored?,"Yes, several restorations.",,/downloaded_images/img_4046.jpg
286.0,Egyptian_National_Library,What is the library's country?,Egypt,,/downloaded_images/img_4048.JPG
286.0,Egyptian_National_Library,What is the library's name?,Dar al-Kutub,,/downloaded_images/img_4049.jpg
286.0,Egyptian_National_Library,What year was it founded?,1870,,/downloaded_images/img_4050.JPG
286.0,Egyptian_National_Library,What kind of texts does it hold?,"Rare Arabic, Coptic",,/downloaded_images/img_4051.JPG
286.0,Egyptian_National_Library,Where is the main building?,"Cairo, Egypt",,/downloaded_images/img_4052.JPG
286.0,Egyptian_National_Library,What is its primary role?,Preserve national heritage.,,/downloaded_images/img_4053.jpg
286.0,Egyptian_National_Library,Does it have manuscripts?,"Yes, manuscripts.",,/downloaded_images/img_4054.JPG
286.0,Egyptian_National_Library,Is legal deposit a function?,"Yes, it is.",,/downloaded_images/img_4055.jpg
286.0,Egyptian_National_Library,Does it have a website?,"Yes, usually.",,/downloaded_images/img_4048.JPG
286.0,Egyptian_National_Library,What city is it in?,"Cairo, Egypt",,/downloaded_images/img_4049.jpg
286.0,Egyptian_National_Library,What is collected there?,Books and Manuscripts,,/downloaded_images/img_4050.JPG
286.0,Egyptian_National_Library,Is it a research center?,"Yes, it is.",,/downloaded_images/img_4051.JPG
286.0,Egyptian_National_Library,Who founded it?,Khedive Ismail,,/downloaded_images/img_4052.JPG
286.0,Egyptian_National_Library,Is it in the Arab world?,"Yes, it is.",,/downloaded_images/img_4053.jpg
286.0,Egyptian_National_Library,Is it a public library?,"Yes, public library.",,/downloaded_images/img_4054.JPG
286.0,Egyptian_National_Library,Are there digitized versions?,"Yes, some.",,/downloaded_images/img_4055.jpg
286.0,Egyptian_National_Library,Is it a national archive?,"Yes, it is.",,/downloaded_images/img_4048.JPG
